new_genotype,DTS,DTA,Sequencing_ID
Zx.0570_P2_P5_P2.4.1.1,89.68600758,88.36415847,PN9_SID778
Zd.0010_P2_P1_P1.1.1.1,86.19694453,85.68156173,PN14_SID1267
Zd.0010_P2_P1_P1.2.1.1,89.39766103,88.11449571,PN14_SID1268
Zd.0010_P2_P1_P2.1.1.1,82.89377248,84.09011113,PN14_SID1270
Zd.0010_P2_P1_P2.2.1.1,90.84386446,89.8576115,PN14_SID1271
Zd.0010_P2_P1_P2.3.1.1,87.07177929,85.87622361,PN14_SID1272
Zd.0010_P2_P1_P2.4.1.1,90.57025136,90.08349918,PN14_SID1273
Zd.0010_P2_P2_P1.2.1.1,87.18909124,86.62797921,PN14_SID1274
Zd.0010_P2_P2_P1.3.1.1,87.48363253,85.08793845,PN14_SID1275
Zd.0010_P2_P2_P2.1.1.1,87.91092673,85.85364332,PN14_SID1277
Zd.0010_P2_P3_P1.2.1.1,87.62320483,86.1541206,PN14_SID1281
Zd.0010_P2_P3_P1.5.1.1,88.02315659,86.90722203,PN14_SID1284
Zd.0010_P2_P3_P2.1.1.1,93.43980703,92.38666228,PN14_SID1285
Zd.0010_P2_P3_P2.3.1.1,92.62869907,91.89253742,PN14_SID1286
Zd.0010_P2_P3_P2.4.1.1,88.03191352,86.76799159,PN14_SID1287
Zd.0010_P2_P3_P3.1.1.1,89.47482778,87.13306919,PN14_SID1288
Zd.0010_P2_P3_P3.3.1.1,87.55841366,89.09984996,PN14_SID1289
Zd.0010_P2_P3_P4.2.1.1,86.15764944,86.53108126,PN14_SID1291
Zd.0010_P2_P3_P4.5.1.1,87.03836181,84.95000742,PN14_SID1293
Zd.0010_P2_P4_P1.2.1.1,87.06610787,87.08521989,PN14_SID1294
Zd.0010_P2_P4_P1.3.1.1,88.69903306,88.6504581,PN14_SID1295
Zd.0010_P2_P4_P2.1.1.1,87.06694124,86.47021098,PN14_SID1297
Zd.0010_P2_P4_P2.3.1.1,86.11325238,85.80570502,PN14_SID1299
Zd.0010_P2_P4_P3.2.1.1,86.89598522,87.39684064,PN14_SID1300
Zd.0010_P2_P4_P3.3.1.1,85.27593394,84.57757967,PN14_SID1301
Zd.0010_P2_P4_P4.2.1.1,86.55852314,86.86454098,PN14_SID1302
Zd.0010_P2_P4_P4.3.1.1,89.06166779,87.6619999,PN14_SID1303
Zd.0010_P2_P5_P1.2.1.1,86.2556443,86.66392696,PN14_SID1305
Zd.0010_P2_P5_P2.1.1.1,89.90750354,88.46403474,PN14_SID1307
Zd.0010_P2_P5_P2.2.1.1,94.64540826,92.68641287,PN14_SID1308
Zd.0010_P2_P5_P2.3.1.1,91.27359804,91.10771192,PN14_SID1309
Zd.0010_P2_P5_P2.4.1.1,89.36459438,88.72303389,PN14_SID1310
Zd.0010_P2_P5_P3.1.1.1,90.21805876,87.71193249,PN14_SID1311
Zd.0010_P2_P5_P4.1.1.1,90.54712529,87.87937195,PN14_SID1313
Zd.0010_P2_P5_P4.2.1.1,88.45043548,87.06956838,PN14_SID1314
Zd.0010_P3_P1_P1.1.1.1,89.80593213,87.77656191,PN14_SID1316
Zd.0010_P3_P1_P1.3.1.1,87.42716041,86.92645311,PN14_SID1317
Zd.0010_P3_P1_P2.2.1.1,88.63954729,87.79282338,PN14_SID1319
Zd.0010_P3_P2_P1.1.1.1,88.29587427,87.00261931,PN14_SID1320
Zd.0010_P3_P2_P1.3.1.1,87.04599181,86.37054324,PN14_SID1321
Zd.0010_P3_P2_P1.4.1.1,89.85881733,89.95111912,PN14_SID1322
Zd.0010_P3_P2_P2.1.1.1,89.57768071,88.73861825,PN14_SID1323
Zd.0010_P3_P2_P2.3.1.1,89.72184424,93.18974583,PN14_SID1324
Zd.0010_P3_P2_P3.2.1.1,88.79219883,87.91691852,PN14_SID1326
Zd.0010_P3_P2_P3.3.1.1,85.9499789,85.17888389,PN14_SID1327
Zd.0010_P3_P2_P4.2.1.1,90.94938586,88.16880952,PN14_SID1329
Zd.0010_P3_P2_P4.3.1.1,90.00362957,90.87816175,PN14_SID1330
Zd.0010_P3_P2_P5.1.1.1,86.54586599,87.10416511,PN14_SID1331
Zd.0010_P3_P2_P5.2.1.1,90.08698616,89.85207971,PN14_SID1332
Zd.0010_P3_P2_P5.3.1.1,86.13947356,85.64147994,PN14_SID1333
Zd.0010_P3_P3_P1.3.1.1,88.73836153,87.50848841,PN14_SID1336
Zd.0010_P3_P3_P1.4.1.1,91.24386632,88.64257005,PN14_SID1337
Zd.0010_P3_P3_P2.1.1.1,88.37864087,87.88603842,PN14_SID1338
Zd.0010_P3_P3_P2.2.1.1,89.410108,88.52205388,PN14_SID1339
Zd.0010_P3_P3_P3.4.1.1,86.63111014,87.26878493,PN14_SID1342
Zd.0010_P3_P4_P1.1.1.1,89.65611624,88.08172687,PN14_SID1343
Zd.0010_P3_P4_P1.2.1.1,87.44090596,88.36662863,PN14_SID1344
Zd.0010_P3_P4_P2.1.1.1,90.0816009,89.75892335,PN15_SID1346
Zd.0010_P3_P4_P2.2.1.1,87.677659,87.31783235,PN15_SID1347
Zd.0010_P3_P4_P2.5.1.1,86.79901674,85.4469664,PN15_SID1349
Zd.0010_P3_P4_P3.1.1.1,86.38501732,85.82097544,PN15_SID1350
Zd.0010_P3_P5_P1.3.1.1,90.75154984,88.74784073,PN15_SID1354
Zd.0010_P3_P5_P1.4.1.1,87.48327868,87.14221382,PN15_SID1355
Zd.0030_P2_P1_P1.1.1.1,88.41538562,88.74965996,PN6_SID523
Zd.0030_P2_P1_P1.2.1.1,90.51905761,86.30924309,PN6_SID524
Zd.0030_P2_P1_P1.5.1.1,93.59911614,90.83446425,PN6_SID526
Zd.0030_P2_P1_P2.2.1.1,93.24695017,91.16962381,PN6_SID528
Zd.0030_P2_P1_P2.4.1.1,88.08858073,86.81061265,PN6_SID529
Zd.0030_P2_P1_P3.2.1.1,89.54019556,88.48872167,PN6_SID531
Zd.0030_P2_P1_P3.3.1.1,88.08501507,86.57095434,PN6_SID532
Zd.0030_P2_P2_P1.1.1.1,86.61436834,85.68267372,PN6_SID534
Zd.0030_P2_P2_P1.4.1.1,88.66699959,88.54260946,PN6_SID537
Zd.0030_P2_P2_P2.5.1.1,88.12936584,86.3001759,PN6_SID539
Zd.0030_P2_P2_P3.2.1.1,89.56005149,87.84152732,PN6_SID541
Zd.0030_P2_P2_P3.3.1.1,86.22363194,86.50512202,PN6_SID542
Zd.0030_P2_P2_P3.4.1.1,89.83313514,88.39302674,PN6_SID543
Zd.0030_P2_P2_P4.4.1.1,89.19440344,87.45025292,PN6_SID544
Zd.0030_P2_P2_P4.5.1.1,90.59046008,88.25136572,PN6_SID545
Zd.0030_P2_P3_P1.1.1.1,91.78787193,92.06716003,PN6_SID546
Zd.0030_P2_P3_P1.3.1.1,84.74100865,84.35822248,PN6_SID548
Zd.0030_P2_P3_P2.1.1.1,93.09493323,92.68267729,PN6_SID549
Zd.0030_P2_P3_P3.1.1.1,92.00959716,92.15889981,PN6_SID553
Zd.0030_P2_P3_P3.4.1.1,94.28029098,92.77301024,PN6_SID554
Zd.0030_P2_P4_P1.1.1.1,91.47351514,90.20225702,PN6_SID556
Zd.0030_P2_P4_P2.1.1.1,84.56789183,85.28334196,PN6_SID559
Zd.0030_P2_P4_P2.2.1.1,89.17456041,86.43079985,PN6_SID560
Zd.0030_P2_P4_P2.3.1.1,91.95155688,90.59352051,PN6_SID561
Zd.0030_P2_P4_P3.2.1.1,89.0032879,88.93989526,PN6_SID563
Zd.0030_P2_P4_P3.4.1.1,87.87508127,85.74458785,PN6_SID565
Zd.0030_P2_P4_P4.1.1.1,89.85132543,87.97435028,PN6_SID566
Zd.0030_P2_P4_P4.3.1.1,88.26140529,86.14468114,PN6_SID568
Zd.0030_P2_P4_P4.4.1.1,87.68630336,87.04070519,PN6_SID569
Zd.0030_P2_P4_P5.1.1.1,87.61762455,87.54258431,PN6_SID570
Zd.0030_P2_P4_P5.4.1.1,91.52403394,90.52702849,PN6_SID573
Zd.0030_P2_P5_P1.1.1.1,91.66353249,89.18861966,PN6_SID574
Zd.0030_P2_P5_P1.2.1.1,90.60520889,89.04255353,PN6_SID575
Zd.0030_P2_P5_P1.4.1.1,90.55976593,88.72992276,PN7_SID577
Zd.0030_P2_P5_P1.5.1.1,88.52744708,87.01647831,PN7_SID578
Zd.0030_P2_P5_P2.1.1.1,90.24666098,88.7451777,PN7_SID579
Zd.0030_P2_P5_P2.2.1.1,87.66560842,87.24637697,PN7_SID580
Zd.0030_P2_P5_P2.3.1.1,88.40981767,87.48655032,PN7_SID581
Zd.0030_P2_P5_P3.1.1.1,93.62603411,91.19998565,PN7_SID582
Zd.0030_P2_P5_P3.4.1.1,87.28969902,86.9022001,PN7_SID584
Zd.0030_P2_P5_P5.1.1.1,87.40082569,87.85673716,PN7_SID587
Zd.0030_P2_P5_P5.2.1.1,87.10145419,86.2539168,PN7_SID588
Zd.0040_P1_P1_P1.1.1.1,88.53093852,86.48443955,PN7_SID590
Zd.0040_P1_P1_P2.1.1.1,88.88495508,87.37342399,PN7_SID593
Zd.0040_P1_P1_P2.2.1.1,92.4440844,91.09792587,PN7_SID594
Zd.0040_P1_P3_P2.1.1.1,90.42259429,87.4164066,PN7_SID598
Zd.0040_P1_P3_P2.2.1.1,85.84913435,85.14456868,PN7_SID599
Zd.0040_P1_P4_P1.1.1.1,86.38400847,86.09926217,PN7_SID601
Zd.0040_P1_P4_P1.2.1.1,86.06779694,85.11656593,PN7_SID602
Zd.0040_P1_P4_P2.2.1.1,89.27719826,89.30249725,PN7_SID605
Zd.0040_P1_P4_P2.3.1.1,89.77433024,89.93245479,PN7_SID606
Zd.0040_P1_P4_P2.4.1.1,90.16210584,88.00755313,PN7_SID607
Zd.0040_P1_P4_P3.1.1.1,86.50951114,86.6494542,PN7_SID608
Zd.0040_P1_P4_P3.3.1.1,91.08460648,90.20320024,PN7_SID609
Zd.0040_P1_P4_P5.3.1.1,89.0371641,87.3500821,PN7_SID614
Zd.0040_P1_P5_P1.2.1.1,89.81611263,86.75454433,PN7_SID617
Zd.0040_P1_P5_P1.4.1.1,87.86216741,87.05558562,PN7_SID619
Zd.0040_P1_P5_P2.1.1.1,88.41122907,86.5957751,PN7_SID620
Zd.0040_P1_P5_P2.3.1.1,86.37641396,86.33142756,PN7_SID622
Zd.0040_P1_P5_P3.1.1.1,87.4902978,88.09692128,PN7_SID624
Zd.0040_P1_P5_P3.2.1.1,87.00009998,86.53794032,PN7_SID625
Zd.0040_P1_P5_P3.3.1.1,86.28785352,84.40261254,PN7_SID626
Zd.0040_P1_P5_P3.4.1.1,88.95412215,87.85828042,PN7_SID627
Zd.0040_P1_P5_P4.2.1.1,89.23461043,88.7252924,PN7_SID628
Zd.0020_P2_P1_P1.1.1.1,87.79126172,85.83019206,PN13_SID1199
Zd.0020_P2_P1_P1.2.1.1,87.16154432,86.65767723,PN13_SID1200
Zd.0020_P2_P1_P1.4.1.1,92.31753304,90.10536529,PN13_SID1201
Zd.0020_P2_P1_P3.1.1.1,89.66426201,88.99545945,PN13_SID1205
Zd.0020_P2_P1_P3.2.1.1,90.87762449,89.32138513,PN13_SID1206
Zd.0020_P2_P1_P3.4.1.1,89.36494049,87.05406948,PN13_SID1208
Zd.0020_P2_P2_P1.2.1.1,87.4711886,83.97129056,PN13_SID1210
Zd.0020_P2_P2_P1.3.1.1,86.65405872,85.7635834,PN13_SID1211
Zd.0020_P2_P2_P2.1.1.1,90.3317902,88.01175808,PN13_SID1212
Zd.0020_P2_P2_P2.2.1.1,88.15682876,87.79709996,PN13_SID1213
Zd.0020_P2_P3_P1.2.1.1,88.2986589,87.18705997,PN13_SID1214
Zd.0020_P2_P3_P1.3.1.1,89.45071233,88.80508681,PN13_SID1215
Zd.0020_P2_P3_P2.1.1.1,98.464106,95.14822119,PN13_SID1216
Zd.0020_P2_P3_P2.2.1.1,89.27480763,89.65227479,PN13_SID1217
Zd.0020_P2_P4_P1.1.1.1,89.60478624,89.63446158,PN13_SID1219
Zd.0020_P2_P4_P1.4.1.1,88.88526541,87.48245717,PN13_SID1221
Zd.0020_P2_P4_P2.3.1.1,89.67122155,86.95670929,PN13_SID1222
Zd.0020_P2_P4_P2.4.1.1,86.11122545,86.16582919,PN13_SID1223
Zd.0020_P2_P4_P3.4.1.1,89.44862479,87.7894377,PN13_SID1224
Zd.0020_P3_P1_P3.1.1.1,88.33381237,86.06626411,PN13_SID1227
Zd.0020_P3_P1_P3.2.1.1,90.30180517,89.2465079,PN13_SID1228
Zd.0020_P3_P1_P3.4.1.1,89.77913684,89.54115745,PN13_SID1229
Zd.0020_P3_P1_P3.5.1.1,89.70777126,88.60517953,PN13_SID1230
Zd.0020_P3_P2_P1.5.1.1,89.57438591,88.86990887,PN13_SID1232
Zd.0020_P3_P2_P2.1.1.1,87.67264435,87.84785264,PN13_SID1233
Zd.0020_P3_P2_P2.3.1.1,87.12240846,86.54586028,PN13_SID1234
Zd.0020_P3_P2_P2.4.1.1,88.00015065,87.66873145,PN13_SID1235
Zd.0020_P3_P2_P3.2.1.1,87.98727799,87.94908347,PN13_SID1237
Zd.0020_P3_P2_P3.3.1.1,86.56854607,85.8808113,PN13_SID1238
Zd.0020_P3_P3_P1.1.1.1,92.35619989,90.00919344,PN13_SID1242
Zd.0020_P3_P3_P1.2.1.1,87.8215817,88.2314762,PN13_SID1243
Zd.0020_P3_P3_P2.4.1.1,87.87592617,89.90532668,PN13_SID1246
Zd.0020_P3_P3_P3.2.1.1,87.13121062,89.50626075,PN13_SID1248
Zd.0020_P3_P3_P3.3.1.1,89.19333358,88.92322008,PN14_SID1249
Zd.0020_P3_P4_P1.1.1.1,88.29757979,88.41061126,PN14_SID1250
Zd.0020_P3_P4_P1.3.1.1,86.66820922,84.67403,PN14_SID1251
Zd.0020_P3_P4_P1.4.1.1,91.70769897,91.4568484,PN14_SID1252
Zd.0020_P3_P4_P2.1.1.1,90.31893922,90.23854296,PN14_SID1253
Zd.0020_P3_P4_P2.3.1.1,87.94687317,87.41696343,PN14_SID1255
Zd.0020_P3_P4_P3.2.1.1,89.98983333,89.70882705,PN14_SID1257
Zd.0020_P3_P4_P3.3.1.1,89.83465726,90.02222711,PN14_SID1258
Zd.0020_P3_P5_P1.1.1.1,88.78572182,87.51004792,PN14_SID1260
Zd.0020_P3_P5_P1.2.1.1,87.35417856,85.49442968,PN14_SID1261
Zd.0020_P3_P5_P1.4.1.1,90.989268,88.73768718,PN14_SID1263
Zd.0020_P3_P5_P2.1.1.1,87.87647867,87.35387179,PN14_SID1264
Zd.0020_P3_P5_P2.2.1.1,92.55975528,88.92988613,PN14_SID1265
Zd.0020_P3_P5_P3.1.1.1,85.38029041,85.43989331,PN14_SID1266
Zl.0050_P1_P1_P1.1.1.1,91.56559983,91.60471084,PN9_SID779
Zl.0050_P1_P1_P1.2.1.1,91.86601464,90.61976734,PN9_SID780
Zl.0050_P1_P1_P1.4.1.1,90.09812996,90.08581059,PN9_SID782
Zl.0050_P1_P1_P2.4.1.1,89.5650377,88.91363293,PN9_SID786
Zl.0050_P1_P1_P3.1.1.1,90.10748849,89.82441116,PN9_SID787
Zl.0050_P1_P1_P4.1.1.1,91.06383835,89.72780113,PN9_SID789
Zl.0050_P1_P4_P1.1.1.1,87.68502781,86.56005784,PN9_SID792
Zl.0050_P1_P4_P2.1.1.1,88.1433427,87.67830447,PN9_SID793
Zl.0050_P1_P5_P1.2.1.1,89.23350133,88.12697283,PN9_SID795
Zl.0050_P1_P5_P1.3.1.1,89.94907352,88.08542515,PN9_SID796
Zl.0050_P1_P5_P2.1.1.1,87.10676699,86.73835426,PN9_SID797
Zl.0050_P1_P5_P2.3.1.1,92.48168238,90.78852606,PN9_SID798
Zl.0050_P1_P5_P3.1.1.1,91.05059362,90.11478067,PN9_SID800
Zl.0050_P1_P5_P3.2.1.1,94.43687706,92.41665361,PN9_SID801
Zl.0050_P1_P5_P3.3.1.1,95.29292562,95.10556286,PN9_SID802
Zl.0010_P1_P1_P1.3.1.1,88.70549415,88.4610594,PN10_SID899
Zl.0010_P1_P2_P1.2.1.1,92.53365583,91.1475385,PN10_SID901
Zl.0010_P1_P2_P1.3.1.1,89.81717255,88.31622473,PN10_SID902
Zl.0010_P1_P2_P3.2.1.1,89.627498,89.29404588,PN10_SID906
Zl.0010_P1_P2_P3.5.1.1,90.09094024,89.24109987,PN10_SID908
Zl.0010_P1_P3_P1.1.1.1,90.149858,88.71386414,PN10_SID909
Zl.0010_P1_P3_P1.5.1.1,89.66110136,88.91921382,PN10_SID911
Zl.0020_P3_P1_P1.1.1.1,89.55542812,88.41148295,PN10_SID914
Zl.0020_P3_P1_P1.2.1.1,89.69537013,88.47030068,PN10_SID915
Zl.0020_P3_P1_P1.4.1.1,87.38263443,88.26984188,PN10_SID917
Zl.0020_P3_P1_P2.2.1.1,90.10197982,89.90803185,PN10_SID919
Zl.0020_P3_P1_P2.3.1.1,91.68937975,90.93686661,PN10_SID920
Zl.0020_P3_P1_P2.4.1.1,89.80118626,89.15564208,PN10_SID921
Zl.0020_P3_P1_P3.1.1.1,94.14588058,91.65918137,PN10_SID922
Zl.0020_P3_P1_P3.2.1.1,87.85893718,87.07147198,PN10_SID923
Zl.0020_P3_P1_P3.3.1.1,90.26408229,88.49649398,PN10_SID924
Zl.0020_P3_P1_P3.4.1.1,91.91567851,90.17224869,PN10_SID925
Zl.0020_P3_P1_P4.5.1.1,88.98271002,87.72407744,PN10_SID927
Zl.0020_P3_P2_P1.2.1.1,88.9821474,87.8892255,PN10_SID929
Zl.0020_P3_P2_P1.4.1.1,91.38026378,90.68789694,PN10_SID931
Zl.0020_P3_P3_P1.3.1.1,88.58840819,88.8566883,PN10_SID932
Zl.0020_P3_P3_P1.4.1.1,89.69657099,88.25364346,PN10_SID933
Zl.0020_P3_P3_P2.1.1.1,88.94968768,87.48787488,PN10_SID935
Zl.0020_P3_P3_P2.2.1.1,89.79024341,92.02229781,PN10_SID936
Zl.0020_P3_P3_P2.3.1.1,87.61071328,87.45591848,PN10_SID937
Zl.0020_P3_P3_P2.4.1.1,88.97950588,88.8965035,PN10_SID938
Zl.0020_P3_P4_P1.1.1.1,87.46945789,87.54919651,PN10_SID939
Zl.0020_P3_P4_P2.1.1.1,89.47641889,88.79341228,PN10_SID940
Zl.0020_P3_P4_P2.2.1.1,89.65847493,91.20744129,PN10_SID941
Zl.0020_P3_P4_P2.4.1.1,89.4626061,89.18323989,PN10_SID943
Zl.0020_P3_P4_P3.2.1.1,88.15740037,86.62964399,PN10_SID944
Zl.0020_P3_P4_P3.5.1.1,88.52749234,87.93477429,PN10_SID946
Zl.0020_P3_P5_P1.4.1.1,89.83712501,88.77431161,PN10_SID948
Zl.0020_P3_P5_P2.1.1.1,90.35421332,88.7303569,PN10_SID949
Zl.0020_P3_P5_P2.3.1.1,87.92163298,86.31908317,PN10_SID950
Zl.0040_P4_P1_P1.1.1.1,90.46377416,89.08283584,PN10_SID952
Zl.0040_P4_P1_P1.2.1.1,91.75991678,90.90725842,PN10_SID953
Zl.0040_P4_P1_P1.4.1.1,89.14246295,87.68589967,PN10_SID954
Zl.0040_P4_P1_P2.1.1.1,96.83361025,99.0878502,PN10_SID955
Zl.0040_P4_P3_P1.1.1.1,95.60868683,92.87597873,PN10_SID959
Zl.0040_P4_P3_P1.2.1.1,89.39900292,88.48087401,PN10_SID960
Zl.0040_P4_P3_P1.3.1.1,91.89881447,88.64401654,PN11_SID961
Zl.0040_P4_P3_P1.5.1.1,91.78975487,89.55206091,PN11_SID962
Zl.0040_P4_P3_P2.2.1.1,87.49596919,86.95174134,PN11_SID963
Zl.0040_P4_P3_P3.2.1.1,88.568573,88.03435388,PN11_SID966
Zl.0040_P4_P3_P3.4.1.1,94.87189215,90.16892102,PN11_SID967
Zl.0040_P4_P3_P4.1.1.1,88.62305152,86.51266732,PN11_SID968
Zl.0040_P4_P3_P4.3.1.1,91.70370566,90.42306692,PN11_SID970
Zl.0040_P4_P4_P1.1.1.1,92.5062129,90.088697,PN11_SID971
Zl.0040_P4_P4_P1.2.1.1,91.15176734,90.49464837,PN11_SID972
Zl.0040_P4_P4_P2.3.1.1,87.14067859,86.76438511,PN11_SID976
Zl.0040_P4_P4_P2.4.1.1,89.61557216,89.7257315,PN11_SID977
Zl.0040_P4_P5_P1.1.1.1,89.22696637,86.28604766,PN11_SID978
Zl.0040_P4_P5_P2.4.1.1,89.2082132,87.40866252,PN11_SID982
Zl.0030_P2_P1_P1.1.1.1,86.01252146,86.08760377,PN11_SID983
Zl.0030_P2_P1_P1.3.1.1,87.64784122,86.57525964,PN11_SID984
Zl.0030_P2_P1_P1.4.1.1,88.83916417,88.83332378,PN11_SID985
Zl.0030_P2_P2_P1.1.1.1,90.38559612,90.13127679,PN11_SID986
Zl.0030_P2_P2_P1.2.1.1,86.3984914,86.13921275,PN11_SID987
Zl.0030_P2_P3_P1.1.1.1,90.77634684,89.57621891,PN11_SID989
Zl.0030_P2_P4_P1.3.1.1,88.50807775,86.10203274,PN11_SID992
