,DTS,DTA
Zd.0020_P3_P4_P3.2.1.1,89.98983333,89.70882705
Zd.0020_P3_P4_P3.3.1.1,89.83465726,90.02222711
Zd.0020_P3_P5_P1.1.1.1,88.78572182,87.51004792
Zd.0020_P3_P5_P1.2.1.1,87.35417856,85.49442968
Zd.0020_P3_P5_P1.4.1.1,90.989268,88.73768718
Zd.0020_P3_P5_P2.1.1.1,87.87647867,87.35387179
Zd.0020_P3_P5_P2.2.1.1,92.55975528,88.92988613
Zd.0020_P3_P5_P3.1.1.1,85.38029041,85.43989331
Zl.0050_P1_P1_P1.1.1.1,91.56559983,91.60471084
Zl.0050_P1_P1_P1.2.1.1,91.86601464,90.61976734
Zl.0050_P1_P1_P1.4.1.1,90.09812996,90.08581059
Zl.0050_P1_P1_P2.4.1.1,89.5650377,88.91363293
Zl.0050_P1_P1_P3.1.1.1,90.10748849,89.82441116
Zl.0050_P1_P1_P4.1.1.1,91.06383835,89.72780113
Zl.0050_P1_P4_P1.1.1.1,87.68502781,86.56005784
Zl.0050_P1_P4_P2.1.1.1,88.1433427,87.67830447
Zl.0050_P1_P5_P1.2.1.1,89.23350133,88.12697283
Zl.0050_P1_P5_P1.3.1.1,89.94907352,88.08542515
Zl.0050_P1_P5_P2.1.1.1,87.10676699,86.73835426
Zl.0050_P1_P5_P2.3.1.1,92.48168238,90.78852606
Zl.0050_P1_P5_P3.1.1.1,91.05059362,90.11478067
Zl.0050_P1_P5_P3.2.1.1,94.43687706,92.41665361
Zl.0050_P1_P5_P3.3.1.1,95.29292562,95.10556286
Zl.0010_P1_P1_P1.3.1.1,88.70549415,88.4610594
Zl.0010_P1_P2_P1.2.1.1,92.53365583,91.1475385
Zl.0010_P1_P2_P1.3.1.1,89.81717255,88.31622473
Zl.0010_P1_P2_P3.2.1.1,89.627498,89.29404588
Zl.0010_P1_P2_P3.5.1.1,90.09094024,89.24109987
Zl.0010_P1_P3_P1.1.1.1,90.149858,88.71386414
Zl.0010_P1_P3_P1.5.1.1,89.66110136,88.91921382
Zl.0020_P3_P1_P1.1.1.1,89.55542812,88.41148295
Zl.0020_P3_P1_P1.2.1.1,89.69537013,88.47030068
Zl.0020_P3_P1_P1.4.1.1,87.38263443,88.26984188
Zl.0020_P3_P1_P2.2.1.1,90.10197982,89.90803185
Zl.0020_P3_P1_P2.3.1.1,91.68937975,90.93686661
Zl.0020_P3_P1_P2.4.1.1,89.80118626,89.15564208
Zl.0020_P3_P1_P3.1.1.1,94.14588058,91.65918137
Zl.0020_P3_P1_P3.2.1.1,87.85893718,87.07147198
Zl.0020_P3_P1_P3.3.1.1,90.26408229,88.49649398
Zl.0020_P3_P1_P3.4.1.1,91.91567851,90.17224869
Zl.0020_P3_P1_P4.5.1.1,88.98271002,87.72407744
Zl.0020_P3_P2_P1.2.1.1,88.9821474,87.8892255
Zl.0020_P3_P2_P1.4.1.1,91.38026378,90.68789694
Zl.0020_P3_P3_P1.3.1.1,88.58840819,88.8566883
Zl.0020_P3_P3_P1.4.1.1,89.69657099,88.25364346
Zl.0020_P3_P3_P2.1.1.1,88.94968768,87.48787488
Zl.0020_P3_P3_P2.2.1.1,89.79024341,92.02229781
Zl.0020_P3_P3_P2.3.1.1,87.61071328,87.45591848
Zl.0020_P3_P3_P2.4.1.1,88.97950588,88.8965035
Zl.0020_P3_P4_P1.1.1.1,87.46945789,87.54919651
Zl.0020_P3_P4_P2.1.1.1,89.47641889,88.79341228
Zl.0020_P3_P4_P2.2.1.1,89.65847493,91.20744129
Zl.0020_P3_P4_P2.4.1.1,89.4626061,89.18323989
Zl.0020_P3_P4_P3.2.1.1,88.15740037,86.62964399
Zl.0020_P3_P4_P3.5.1.1,88.52749234,87.93477429
Zl.0020_P3_P5_P1.4.1.1,89.83712501,88.77431161
Zl.0020_P3_P5_P2.1.1.1,90.35421332,88.7303569
Zl.0020_P3_P5_P2.3.1.1,87.92163298,86.31908317
Zl.0040_P4_P1_P1.1.1.1,90.46377416,89.08283584
Zl.0040_P4_P1_P1.2.1.1,91.75991678,90.90725842
Zl.0040_P4_P1_P1.4.1.1,89.14246295,87.68589967
Zl.0040_P4_P1_P2.1.1.1,96.83361025,99.0878502
Zl.0040_P4_P3_P1.1.1.1,95.60868683,92.87597873
Zl.0040_P4_P3_P1.2.1.1,89.39900292,88.48087401
Zl.0040_P4_P3_P1.3.1.1,91.89881447,88.64401654
Zl.0040_P4_P3_P1.5.1.1,91.78975487,89.55206091
Zl.0040_P4_P3_P2.2.1.1,87.49596919,86.95174134
Zl.0040_P4_P3_P3.2.1.1,88.568573,88.03435388
Zl.0040_P4_P3_P3.4.1.1,94.87189215,90.16892102
Zl.0040_P4_P3_P4.1.1.1,88.62305152,86.51266732
Zl.0040_P4_P3_P4.3.1.1,91.70370566,90.42306692
Zl.0040_P4_P4_P1.1.1.1,92.5062129,90.088697
Zl.0040_P4_P4_P1.2.1.1,91.15176734,90.49464837
Zl.0040_P4_P4_P2.3.1.1,87.14067859,86.76438511
Zl.0040_P4_P4_P2.4.1.1,89.61557216,89.7257315
Zl.0040_P4_P5_P1.1.1.1,89.22696637,86.28604766
Zl.0040_P4_P5_P2.4.1.1,89.2082132,87.40866252
Zl.0030_P2_P1_P1.1.1.1,86.01252146,86.08760377
Zl.0030_P2_P1_P1.3.1.1,87.64784122,86.57525964
Zl.0030_P2_P1_P1.4.1.1,88.83916417,88.83332378
Zl.0030_P2_P2_P1.1.1.1,90.38559612,90.13127679
Zl.0030_P2_P2_P1.2.1.1,86.3984914,86.13921275
Zl.0030_P2_P3_P1.1.1.1,90.77634684,89.57621891
Zl.0030_P2_P4_P1.3.1.1,88.50807775,86.10203274
